arm,panel,readers,writers,run,mlookups_s,mrenames_s,conserved
bucketlock-w32-shrink,lookup,128,8,2,1098.45,2.15063,OK
bucketlock-w32-shrink,lookup,128,8,3,1111.28,2.0914,OK
bucketlock-w32-shrink,lookup,128,8,4,1070.52,2.11489,OK
bucketlock-w32-shrink,lookup,128,8,5,1102.08,2.14913,OK
bucketlock-w32-shrink,lookup,128,8,6,1086.8,2.05403,OK
bucketlock-w32-shrink,lookup,128,8,7,1088.13,2.60076,OK
bucketlock-w32-shrink,lookup,184,8,1,1391.89,2.03008,OK
bucketlock-w32-shrink,lookup,184,8,2,1351.42,1.98478,OK
bucketlock-w32-shrink,lookup,184,8,3,1414.91,2.03622,OK
bucketlock-w32-shrink,lookup,184,8,4,1326.8,2.02424,OK
bucketlock-w32-shrink,lookup,184,8,5,1400.41,1.98479,OK
bucketlock-w32-shrink,lookup,184,8,6,1331.25,2.01079,OK
bucketlock-w32-shrink,lookup,184,8,7,1341.74,2.02759,OK
bucketlock-w32-shrink,readdir,184,8,1,219.731,1730.22,OK
bucketlock-w32-shrink,readdir,184,8,2,220.418,1738.26,OK
bucketlock-w32-shrink,readdir,184,8,3,214.2,1687.11,OK
bucketlock-w32-shrink,readdir,184,8,4,222.866,1755.6,OK
bucketlock-w32-shrink,readdir,184,8,5,217.627,1714.17,OK
bucketlock-w32-shrink,readdir,184,8,6,233.454,1845.56,OK
bucketlock-w32-shrink,readdir,184,8,7,222.094,1750.24,OK
